middleStim,rightStim1,rightStim2,leftStim1,leftStim2,stimNum,congruent,target,whichCondition,conditionText,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_condition_loop.thisRepN,task_condition_loop.thisTrialN,task_condition_loop.thisN,task_condition_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_rightImg1.started,prac_rightImg1.stopped,prac_rightImg2.started,prac_rightImg2.stopped,prac_leftImg1.started,prac_leftImg1.stopped,prac_leftImg2.started,prac_leftImg2.stopped,prac_fixImg.started,prac_fixImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_stim_keyResp.rt,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,condition_keyResp.keys,condition_keyResp.rt,task_blockText.started,task_blockText.stopped,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,task_blockReminders_keyResp.started,task_blockReminders_keyResp.stopped,task_centerImg.started,task_centerImg.stopped,task_rightImg1.started,task_rightImg1.stopped,task_rightImg2.started,task_rightImg2.stopped,task_leftImg1.started,task_leftImg1.stopped,task_leftImg2.started,task_leftImg2.stopped,task_fixImg.started,task_fixImg.stopped,task_stim_keyResp.keys,task_stim_keyResp.rt,task_stim_keyResp.started,task_stim_keyResp.stopped,blockFeedCat,task_blockFeed_text.started,task_blockFeed_text.stopped,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,task_blockFeed_keyResp.started,task_blockFeed_keyResp.stopped,conditionComplete_key_resp.keys,conditionComplete_key_resp.rt,id,counterbalance,session,run,date,expName,psychopyVersion,frameRate,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,1,1,right,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,76.996736000292,None,76.996736000292,None,8,17.20947550004348,76.996736000292,None,94.23182080034167,None,1.9899799599198396,97.29242390021682,97.49584900029004,97.29242390021682,97.49584900029004,97.29242390021682,97.49584900029004,97.29242390021682,97.49584900029004,97.29242390021682,97.49584900029004,97.29242390021682,None,None,97.29242390021682,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16004,A,1,1,2022_May_12_1402,flanker-basic_v5,2021.2.3,240.37825919862127,
img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,2,1,left,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1.5230460921843687,99.33013960020617,99.52997749997303,99.33013960020617,99.52997749997303,99.33013960020617,99.52997749997303,99.33013960020617,99.52997749997303,99.33013960020617,99.52997749997303,99.33013960020617,99.33013960020617,['8'],99.33013960020617,99.33013960020617,0,[0.06123190000653267],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16004,A,1,1,2022_May_12_1402,flanker-basic_v5,2021.2.3,240.37825919862127,
img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,3,0,right,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,1.6973947895791581,100.89982439996675,101.0996503001079,100.89982439996675,101.0996503001079,100.89982439996675,101.0996503001079,100.89982439996675,101.0996503001079,100.89982439996675,101.0996503001079,100.89982439996675,100.89982439996675,None,100.89982439996675,100.89982439996675,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16004,A,1,1,2022_May_12_1402,flanker-basic_v5,2021.2.3,240.37825919862127,
img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,4,0,left,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,1.6332665330661322,102.65042700013146,102.85240360023454,102.65042700013146,102.85240360023454,102.65042700013146,102.85240360023454,102.65042700013146,102.85240360023454,102.65042700013146,102.85240360023454,102.65042700013146,102.65042700013146,['1'],102.65042700013146,102.65042700013146,1,[0.7136959997005761],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16004,A,1,1,2022_May_12_1402,flanker-basic_v5,2021.2.3,240.37825919862127,
img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,3,0,right,,,0,0,0,0,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,1.68937875751503,104.32882940024137,104.53290580026805,104.32882940024137,104.53290580026805,104.32882940024137,104.53290580026805,104.32882940024137,104.53290580026805,104.32882940024137,104.53290580026805,104.32882940024137,104.32882940024137,['8'],104.32882940024137,104.32882940024137,1,[0.48046480026096106],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16004,A,1,1,2022_May_12_1402,flanker-basic_v5,2021.2.3,240.37825919862127,
img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,2,1,left,,,0,0,0,0,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,1.5110220440881763,106.06356250029057,106.263299100101,106.06356250029057,106.263299100101,106.06356250029057,106.263299100101,106.06356250029057,106.263299100101,106.06356250029057,106.263299100101,106.06356250029057,106.06356250029057,['1'],106.06356250029057,106.06356250029057,1,[0.3686167001724243],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16004,A,1,1,2022_May_12_1402,flanker-basic_v5,2021.2.3,240.37825919862127,
img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,4,0,left,,,0,0,0,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,1.8617234468937875,107.61378600029275,107.81390330009162,107.61378600029275,107.81390330009162,107.61378600029275,107.81390330009162,107.61378600029275,107.81390330009162,107.61378600029275,107.81390330009162,107.61378600029275,107.61378600029275,['1'],107.61378600029275,107.61378600029275,1,[0.5114078996703029],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16004,A,1,1,2022_May_12_1402,flanker-basic_v5,2021.2.3,240.37825919862127,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,1,1,right,,,0,0,0,0,1,3,7,0,,,,,,,,,,,,,,,,,,,,,,,1.8266533066132264,109.52565690036863,109.72698889998719,109.52565690036863,109.72698889998719,109.52565690036863,109.72698889998719,109.52565690036863,109.72698889998719,109.52565690036863,109.72698889998719,109.52565690036863,109.52565690036863,['1'],109.52565690036863,109.52565690036863,0,[0.39133309992030263],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16004,A,1,1,2022_May_12_1402,flanker-basic_v5,2021.2.3,240.37825919862127,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,1,1,right,,,0,0,0,0,2,0,8,0,,,,,,,,,,,,,,,,,,,,,,,1.6733466933867736,111.3994102999568,111.60269069997594,111.3994102999568,111.60269069997594,111.3994102999568,111.60269069997594,111.3994102999568,111.60269069997594,111.3994102999568,111.60269069997594,111.3994102999568,111.3994102999568,['8'],111.3994102999568,111.3994102999568,1,[0.5470280000008643],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16004,A,1,1,2022_May_12_1402,flanker-basic_v5,2021.2.3,240.37825919862127,
img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,2,1,left,,,0,0,0,0,2,1,9,1,,,,,,,,,,,,,,,,,,,,,,,1.5070140280561122,113.11830600025132,113.31930050021037,113.11830600025132,113.31930050021037,113.11830600025132,113.31930050021037,113.11830600025132,113.31930050021037,113.11830600025132,113.31930050021037,113.11830600025132,113.11830600025132,['1'],113.11830600025132,113.11830600025132,1,[0.44704219978302717],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16004,A,1,1,2022_May_12_1402,flanker-basic_v5,2021.2.3,240.37825919862127,
