middleStim,rightStim1,rightStim2,leftStim1,leftStim2,stimNum,congruent,target,whichCondition,conditionText,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_condition_loop.thisRepN,task_condition_loop.thisTrialN,task_condition_loop.thisN,task_condition_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_rightImg1.started,prac_rightImg1.stopped,prac_rightImg2.started,prac_rightImg2.stopped,prac_leftImg1.started,prac_leftImg1.stopped,prac_leftImg2.started,prac_leftImg2.stopped,prac_fixImg.started,prac_fixImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,condition_keyResp.keys,condition_keyResp.rt,task_blockText.started,task_blockText.stopped,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,task_blockReminders_keyResp.started,task_blockReminders_keyResp.stopped,task_centerImg.started,task_centerImg.stopped,task_rightImg1.started,task_rightImg1.stopped,task_rightImg2.started,task_rightImg2.stopped,task_leftImg1.started,task_leftImg1.stopped,task_leftImg2.started,task_leftImg2.stopped,task_fixImg.started,task_fixImg.stopped,task_stim_keyResp.keys,task_stim_keyResp.rt,task_stim_keyResp.started,task_stim_keyResp.stopped,blockFeedCat,task_blockFeed_text.started,task_blockFeed_text.stopped,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,task_blockFeed_keyResp.started,task_blockFeed_keyResp.stopped,id,counterbalance,session,run,date,expName,psychopyVersion,frameRate,
img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,2,1,left,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,17.81910589999461,None,17.81910589999461,None,8,0.10348370000428986,17.81910589999461,None,17.941675099995336,None,1.7254509018036073,21.006399599995348,21.21517579999636,21.006399599995348,21.21517579999636,21.006399599995348,21.21517579999636,21.006399599995348,21.21517579999636,21.006399599995348,21.21517579999636,21.006399599995348,None,['1'],[0.5623531000019284],21.006399599995348,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1512,flanker-basic_v5,2021.2.3,241.76663714134799,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,1,1,right,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,1.7895791583166334,22.774029299995163,22.98063930000353,22.774029299995163,22.98063930000353,22.774029299995163,22.98063930000353,22.774029299995163,22.98063930000353,22.774029299995163,22.98063930000353,22.774029299995163,22.774029299995163,['1'],[0.3617646000056993],22.774029299995163,22.774029299995163,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1512,flanker-basic_v5,2021.2.3,241.76663714134799,
img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,4,0,left,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,1.997995991983968,24.63184380000166,24.83603540000331,24.63184380000166,24.83603540000331,24.63184380000166,24.83603540000331,24.63184380000166,24.83603540000331,24.63184380000166,24.83603540000331,24.63184380000166,24.63184380000166,['8'],[0.37359050000668503],24.63184380000166,24.63184380000166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1512,flanker-basic_v5,2021.2.3,241.76663714134799,
img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,3,0,right,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,1.6212424849699398,26.696333799991407,26.898151799992775,26.696333799991407,26.898151799992775,26.696333799991407,26.898151799992775,26.696333799991407,26.898151799992775,26.696333799991407,26.898151799992775,26.696333799991407,26.696333799991407,None,,26.696333799991407,26.696333799991407,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1512,flanker-basic_v5,2021.2.3,241.76663714134799,
,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.344465599991963,None,28.344465599991963,None,8,2.003134400001727,28.344465599991963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1512,flanker-basic_v5,2021.2.3,241.76663714134799,
img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,3,0,right,,,1,0,1,0,0,0,0,2,,,,,,,,,,,,,30.363044300000183,None,30.363044300000183,None,8,7.4972029000055045,30.363044300000183,None,37.888902099992265,None,1.9839679358717435,40.95546589999867,41.1617186999938,40.95546589999867,41.1617186999938,40.95546589999867,41.1617186999938,40.95546589999867,41.1617186999938,40.95546589999867,41.1617186999938,40.95546589999867,None,['8'],[0.4182190999999875],40.95546589999867,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1512,flanker-basic_v5,2021.2.3,241.76663714134799,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,1,1,right,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,1.6362725450901803,42.975833499993314,43.181778099999065,42.975833499993314,43.181778099999065,42.975833499993314,43.181778099999065,42.975833499993314,43.181778099999065,42.975833499993314,43.181778099999065,42.975833499993314,42.975833499993314,['1'],[0.33460780000314116],42.975833499993314,42.975833499993314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1512,flanker-basic_v5,2021.2.3,241.76663714134799,
img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,4,0,left,,,1,0,1,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,1.529058116232465,44.67903980000119,44.87959189999674,44.67903980000119,44.87959189999674,44.67903980000119,44.87959189999674,44.67903980000119,44.87959189999674,44.67903980000119,44.87959189999674,44.67903980000119,44.67903980000119,['1'],[0.32361870000022464],44.67903980000119,44.67903980000119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1512,flanker-basic_v5,2021.2.3,241.76663714134799,
img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,2,1,left,,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,1.7374749498997997,46.27602829999523,46.477227800001856,46.27602829999523,46.477227800001856,46.27602829999523,46.477227800001856,46.27602829999523,46.477227800001856,46.27602829999523,46.477227800001856,46.27602829999523,46.27602829999523,['1'],[0.29843139999138657],46.27602829999523,46.27602829999523,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1512,flanker-basic_v5,2021.2.3,241.76663714134799,
,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.019134300004225,None,48.019134300004225,None,8,1.3934541999915382,48.019134300004225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1512,flanker-basic_v5,2021.2.3,241.76663714134799,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,5.821402399989893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1512,flanker-basic_v5,2021.2.3,241.76663714134799,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,41,1,right,nonsocial_task_trials.xlsx,Alone,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,61.05009350000182,None,1.913827655310621,,,,,,,,,,,,,,,,,0,,,,,,,,,,,c,2.8710032000089996,58.17171799999778,None,8,2.8517165999946883,58.17171799999778,None,64.10809480000171,64.31229529999837,64.10809480000171,64.31229529999837,64.10809480000171,64.31229529999837,64.10809480000171,64.31229529999837,64.10809480000171,64.31229529999837,64.10809480000171,None,"['1', '8']","[0.3634235999925295, 0.6725969999970403]",64.10809480000171,None,,,,,,,,1,A,1,1,2022_Apr_13_1512,flanker-basic_v5,2021.2.3,241.76663714134799,
