middleStim,rightStim1,rightStim2,leftStim1,leftStim2,stimNum,congruent,target,whichCondition,conditionText,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_condition_loop.thisRepN,task_condition_loop.thisTrialN,task_condition_loop.thisN,task_condition_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_rightImg1.started,prac_rightImg1.stopped,prac_rightImg2.started,prac_rightImg2.stopped,prac_leftImg1.started,prac_leftImg1.stopped,prac_leftImg2.started,prac_leftImg2.stopped,prac_fixImg.started,prac_fixImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,condition_keyResp.keys,condition_keyResp.rt,task_blockText.started,task_blockText.stopped,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,task_blockReminders_keyResp.started,task_blockReminders_keyResp.stopped,task_centerImg.started,task_centerImg.stopped,task_rightImg1.started,task_rightImg1.stopped,task_rightImg2.started,task_rightImg2.stopped,task_leftImg1.started,task_leftImg1.stopped,task_leftImg2.started,task_leftImg2.stopped,task_fixImg.started,task_fixImg.stopped,task_stim_keyResp.keys,task_stim_keyResp.rt,task_stim_keyResp.started,task_stim_keyResp.stopped,blockFeedCat,task_blockFeed_text.started,task_blockFeed_text.stopped,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,task_blockFeed_keyResp.started,task_blockFeed_keyResp.stopped,conditionComplete_key_resp.keys,conditionComplete_key_resp.rt,id,counterbalance,session,run,date,expName,psychopyVersion,frameRate,
img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,4,0,left,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,20.539417000007234,None,20.539417000007234,None,8,0.6508859000023222,20.539417000007234,None,21.20660950000456,None,1.8356713426853708,24.250389599998016,24.45217930000217,24.250389599998016,24.45217930000217,24.250389599998016,24.45217930000217,24.250389599998016,24.45217930000217,24.250389599998016,24.45217930000217,24.250389599998016,None,['1'],[0.6839541999943322],24.250389599998016,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1137,flanker-basic_v5,2021.2.3,240.44588282530987,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,1,1,right,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,1.8046092184368738,26.133928299997933,26.337130300002173,26.133928299997933,26.337130300002173,26.133928299997933,26.337130300002173,26.133928299997933,26.337130300002173,26.133928299997933,26.337130300002173,26.133928299997933,26.133928299997933,None,,26.133928299997933,26.133928299997933,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1137,flanker-basic_v5,2021.2.3,240.44588282530987,
img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,2,1,left,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,1.904809619238477,27.986497300007613,28.188274100000854,27.986497300007613,28.188274100000854,27.986497300007613,28.188274100000854,27.986497300007613,28.188274100000854,27.986497300007613,28.188274100000854,27.986497300007613,27.986497300007613,['1'],[0.4740511999989394],27.986497300007613,27.986497300007613,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1137,flanker-basic_v5,2021.2.3,240.44588282530987,
img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,3,0,right,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,1.743486973947896,29.942456700009643,30.143622300005518,29.942456700009643,30.143622300005518,29.942456700009643,30.143622300005518,29.942456700009643,30.143622300005518,29.942456700009643,30.143622300005518,29.942456700009643,29.942456700009643,None,,29.942456700009643,29.942456700009643,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1137,flanker-basic_v5,2021.2.3,240.44588282530987,
,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.694788000007975,None,31.694788000007975,None,8,0.9053701999946497,31.694788000007975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1137,flanker-basic_v5,2021.2.3,240.44588282530987,
img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,3,0,right,,,1,0,1,0,0,0,0,2,,,,,,,,,,,,,32.612284000002546,None,32.612284000002546,None,8,1.6879377000004752,32.612284000002546,None,34.32018629999948,None,1.5791583166332666,37.36616330000106,37.56654840000556,37.36616330000106,37.56654840000556,37.36616330000106,37.56654840000556,37.36616330000106,37.56654840000556,37.36616330000106,37.56654840000556,37.36616330000106,None,['8'],[0.6103793999936897],37.36616330000106,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1137,flanker-basic_v5,2021.2.3,240.44588282530987,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,1,1,right,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,1.7715430861723447,38.99515660000907,39.19472700000915,38.99515660000907,39.19472700000915,38.99515660000907,39.19472700000915,38.99515660000907,39.19472700000915,38.99515660000907,39.19472700000915,38.99515660000907,38.99515660000907,['1'],[0.8561572000035085],38.99515660000907,38.99515660000907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1137,flanker-basic_v5,2021.2.3,240.44588282530987,
img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,4,0,left,,,1,0,1,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,1.8607214428857715,40.81527160000405,41.01903480000328,40.81527160000405,41.01903480000328,40.81527160000405,41.01903480000328,40.81527160000405,41.01903480000328,40.81527160000405,41.01903480000328,40.81527160000405,40.81527160000405,['1'],[0.4598841999977594],40.81527160000405,40.81527160000405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1137,flanker-basic_v5,2021.2.3,240.44588282530987,
img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,2,1,left,,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,1.933867735470942,42.72493330000725,42.92558609999833,42.72493330000725,42.92558609999833,42.72493330000725,42.92558609999833,42.72493330000725,42.92558609999833,42.72493330000725,42.92558609999833,42.72493330000725,42.72493330000725,['1'],[0.4391985999973258],42.72493330000725,42.72493330000725,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1137,flanker-basic_v5,2021.2.3,240.44588282530987,
,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.66914710000856,None,44.66914710000856,None,8,1.230171799994423,44.66914710000856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,1,1,2022_Apr_13_1137,flanker-basic_v5,2021.2.3,240.44588282530987,
