whichBlock,practice,numberReps,taskNameSource,taskTextSource,cueReminderTextSource,whichFace,whichCue,center,surround,rotCenter,rotSurround,blueCenter,blueSurround,ethnicity,male,identity,scramFace,colorblockLoop.thisRepN,colorblockLoop.thisTrialN,colorblockLoop.thisN,colorblockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,cueLoop.thisRepN,cueLoop.thisTrialN,cueLoop.thisN,cueLoop.thisIndex,stimLoop.thisRepN,stimLoop.thisTrialN,stimLoop.thisN,stimLoop.thisIndex,shapeblockLoop.thisRepN,shapeblockLoop.thisTrialN,shapeblockLoop.thisN,shapeblockLoop.thisIndex,shapetrialLoop.thisRepN,shapetrialLoop.thisTrialN,shapetrialLoop.thisN,shapetrialLoop.thisIndex,shapecueLoop.thisRepN,shapecueLoop.thisTrialN,shapecueLoop.thisN,shapecueLoop.thisIndex,shapeStimLoop.thisRepN,shapeStimLoop.thisTrialN,shapeStimLoop.thisN,shapeStimLoop.thisIndex,begin_text1.started,begin_text1.stopped,pracImage_center.started,pracImage_center.stopped,pracImage_top.started,pracImage_top.stopped,pracImage_right.started,pracImage_right.stopped,pracImage_bottom.started,pracImage_bottom.stopped,pracImage_left.started,pracImage_left.stopped,begin_keyResp.keys,begin_keyResp.rt,begin_keyResp.started,begin_keyResp.stopped,begin_text2.started,begin_text2.stopped,begin_text1_4.started,begin_text1_4.stopped,pracImage_center_2.started,pracImage_center_2.stopped,pracImage_top_2.started,pracImage_top_2.stopped,pracImage_right_2.started,pracImage_right_2.stopped,pracImage_bottom_2.started,pracImage_bottom_2.stopped,pracImage_left_2.started,pracImage_left_2.stopped,begin_keyResp_4.keys,begin_keyResp_4.rt,begin_keyResp_4.started,begin_keyResp_4.stopped,begin_text2_4.started,begin_text2_4.stopped,begin_text1_3a.started,begin_text1_3a.stopped,begin_text2_3a.started,begin_text2_3a.stopped,begin_keyResp_3a.keys,begin_keyResp_3a.rt,begin_keyResp_3a.started,begin_keyResp_3a.stopped,taskName.started,taskName.stopped,task_Text.started,task_Text.stopped,leftKey_text.started,leftKey_text.stopped,rightKey_text.started,rightKey_text.stopped,task_text5.started,task_text5.stopped,LeftReminder_text.started,LeftReminder_text.stopped,rightReminder_text.started,rightReminder_text.stopped,pracOrMain_keyResp.keys,pracOrMain_keyResp.rt,pracOrMain_keyResp.started,pracOrMain_keyResp.stopped,taskName_2.started,taskName_2.stopped,task_Text_2.started,task_Text_2.stopped,task_text_3.started,task_text_3.stopped,task_text_4.started,task_text_4.stopped,LeftReminder_text_5.started,LeftReminder_text_5.stopped,rightReminder_text_5.started,rightReminder_text_5.stopped,pracOrMain_keyResp_3.keys,pracOrMain_keyResp_3.rt,pracOrMain_keyResp_3.started,pracOrMain_keyResp_3.stopped,RSI,LeftReminder_text_3.started,LeftReminder_text_3.stopped,rightReminder_text_3.started,rightReminder_text_3.stopped,cuePresented.started,cuePresented.stopped,ISI,corrAns,LeftReminder_text_4.started,LeftReminder_text_4.stopped,rightReminder_text_4.started,rightReminder_text_4.stopped,centerPresented.started,centerPresented.stopped,topPresented.started,topPresented.stopped,rightPresented.started,rightPresented.stopped,bottomPresented.started,bottomPresented.stopped,leftPresented.started,leftPresented.stopped,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.started,keyResp.stopped,taskEnd_text.started,taskEnd_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
color.xlsx,1,1,COLOR Game Practice,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each
image to remind you what to do.",face4F1_Sc.xlsx,,,,,,,,,,,,0,0,0,0,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
color.xlsx,1,1,COLOR Game Practice,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each
image to remind you what to do.",face1F1_Fa.xlsx,COLOR,,,,,,,,,,,0,0,0,0,0,6,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3677354709418836,41.97347089997493,None,41.97347089997493,None,43.323170700110495,44.323153800098225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
color.xlsx,1,1,COLOR Game Practice,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each
image to remind you what to do.",face1F1_Fa.xlsx,,images/1F1_Fa_OS.jpg,images/1F1_Fa_BD.jpg,0,45,0,1,1,0,1,0,0,0,0,0,0,6,6,0,,,,,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1643286573146292,8,44.43980829999782,None,44.43980829999782,None,45.58981509995647,None,45.58981509995647,None,45.58981509995647,None,45.58981509995647,None,45.58981509995647,None,8,1,0.8249367999378592,45.58981509995647,None,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
color.xlsx,1,1,COLOR Game Practice,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each
image to remind you what to do.",face1F1_Fa.xlsx,,,,,,,,,,,,0,0,0,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
color.xlsx,1,1,COLOR Game Practice,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each
image to remind you what to do.",face2M1_Sc.xlsx,COLOR,,,,,,,,,,,0,0,0,0,0,7,7,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1382765531062122,46.45646520005539,None,46.45646520005539,None,47.58980880002491,48.58979000011459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
color.xlsx,1,1,COLOR Game Practice,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each
image to remind you what to do.",face2M1_Sc.xlsx,,images/2M1_Sc_OD.jpg,images/2M1_Sc_BS.jpg,45,0,0,1,2,1,1,1,0,0,0,0,0,7,7,3,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0240480961923848,8,48.67311180010438,None,48.67311180010438,None,49.689855500124395,None,49.689855500124395,None,49.689855500124395,None,49.689855500124395,None,49.689855500124395,None,8,1,0.8558719998691231,49.689855500124395,None,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
color.xlsx,1,1,COLOR Game Practice,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each
image to remind you what to do.",face2M1_Sc.xlsx,,,,,,,,,,,,0,0,0,0,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
color.xlsx,1,1,COLOR Game Practice,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each
image to remind you what to do.",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.589794599916786,None,1,1.8969645998440683,50.589794599916786,None,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.53978960006498,None,52.53978960006498,None,52.53978960006498,None,52.53978960006498,None,52.53978960006498,None,52.53978960006498,None,52.53978960006498,None,1,1.940940400119871,52.53978960006498,None,54.52308730012737,None,54.52308730012737,None,54.52308730012737,None,54.52308730012737,None,54.52308730012737,None,54.52308730012737,None,8,1.1076440999750048,54.52308730012737,None,1.402805611222445,55.67312930012122,None,55.67312930012122,None,57.0731114000082,58.073084000032395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_BD.jpg,images/4F1_Sc_BD.jpg,45,45,1,1,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0250501002004007,1,58.156446600100026,None,58.156446600100026,None,59.17308480013162,60.17309970012866,59.17308480013162,60.17309970012866,59.17308480013162,60.17309970012866,59.17308480013162,60.17309970012866,59.17308480013162,60.17309970012866,None,0,,59.17308480013162,60.67308089998551,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_BS.jpg,images/4F1_Sc_BD.jpg,0,45,1,1,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3176352705410823,1,60.739733200054616,60.739733200054616,60.739733200054616,60.739733200054616,62.039738999912515,63.03974150004797,62.039738999912515,63.03974150004797,62.039738999912515,63.03974150004797,62.039738999912515,63.03974150004797,62.039738999912515,63.03974150004797,None,0,,62.039738999912515,63.53974190005101,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_BD.jpg,images/4F1_Sc_BS.jpg,45,0,1,1,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.437875751503006,1,63.606421099975705,63.606421099975705,63.606421099975705,63.606421099975705,65.02306789997965,66.02306689997204,65.02306789997965,66.02306689997204,65.02306789997965,66.02306689997204,65.02306789997965,66.02306689997204,65.02306789997965,66.02306689997204,None,0,,65.02306789997965,66.52305419999175,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_OS.jpg,images/4F1_Sc_BD.jpg,0,45,0,1,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,3,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4559118236472945,1,66.60642710002139,66.60642710002139,66.60642710002139,66.60642710002139,68.0563972000964,69.0563902000431,68.0563972000964,69.0563902000431,68.0563972000964,69.0563902000431,68.0563972000964,69.0563902000431,68.0563972000964,69.0563902000431,None,0,,68.0563972000964,69.55638419999741,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_OS.jpg,images/4F1_Sc_OS.jpg,0,0,0,0,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,4,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0541082164328657,1,69.62306410004385,69.62306410004385,69.62306410004385,69.62306410004385,70.67305000009947,71.67304049991071,70.67305000009947,71.67304049991071,70.67305000009947,71.67304049991071,70.67305000009947,71.67304049991071,70.67305000009947,71.67304049991071,None,0,,70.67305000009947,72.17304700007662,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_OS.jpg,images/4F1_Sc_OD.jpg,0,45,0,0,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25250501002004,1,72.23975190008059,72.23975190008059,72.23975190008059,72.23975190008059,73.48970569996163,74.48970649996772,73.48970569996163,74.48970649996772,73.48970569996163,74.48970649996772,73.48970569996163,74.48970649996772,73.48970569996163,74.48970649996772,None,0,,73.48970569996163,74.98969130008481,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_BS.jpg,images/4F1_Sc_OS.jpg,0,0,1,0,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3557114228456912,1,75.05637470004149,75.05637470004149,75.05637470004149,75.05637470004149,76.40636219992302,77.4063434000127,76.40636219992302,77.4063434000127,76.40636219992302,77.4063434000127,76.40636219992302,77.4063434000127,76.40636219992302,77.4063434000127,None,0,,76.40636219992302,77.90632429998368,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_OD.jpg,images/4F1_Sc_BS.jpg,45,0,0,1,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18937875751503,1,77.9730410000775,77.9730410000775,77.9730410000775,77.9730410000775,79.15634580003098,80.1563434000127,79.15634580003098,80.1563434000127,79.15634580003098,80.1563434000127,79.15634580003098,80.1563434000127,79.15634580003098,80.1563434000127,None,0,,79.15634580003098,80.65633910009637,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_OD.jpg,images/4F1_Sc_BD.jpg,45,45,0,1,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4498997995991982,1,80.7230195000302,80.7230195000302,80.7230195000302,80.7230195000302,82.15635999990627,83.15630699996836,82.15635999990627,83.15630699996836,82.15635999990627,83.15630699996836,82.15635999990627,83.15630699996836,82.15635999990627,83.15630699996836,None,0,,82.15635999990627,83.65631330013275,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_BS.jpg,images/4F1_Sc_BS.jpg,0,0,1,1,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4068136272545089,1,83.72301710001193,83.72301710001193,83.72301710001193,83.72301710001193,85.10632460005581,86.10632400005125,85.10632460005581,86.10632400005125,85.10632460005581,86.10632400005125,85.10632460005581,86.10632400005125,85.10632460005581,86.10632400005125,None,0,,85.10632460005581,86.60628880001605,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_BD.jpg,images/4F1_Sc_OD.jpg,45,45,1,0,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4579158316633265,1,86.68965959991328,86.68965959991328,86.68965959991328,86.68965959991328,88.13964199996553,89.1396411000751,88.13964199996553,89.1396411000751,88.13964199996553,89.1396411000751,88.13964199996553,89.1396411000751,88.13964199996553,89.1396411000751,None,0,,88.13964199996553,89.63964660000056,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_OD.jpg,images/4F1_Sc_OD.jpg,45,45,0,0,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4128256513026052,1,89.70631760009564,89.70631760009564,89.70631760009564,89.70631760009564,91.10630460013635,92.10630280012265,91.10630460013635,92.10630280012265,91.10630460013635,92.10630280012265,91.10630460013635,92.10630280012265,91.10630460013635,92.10630280012265,None,0,,91.10630460013635,92.60629760008305,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_BS.jpg,images/4F1_Sc_OD.jpg,0,45,1,0,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2555110220440882,1,92.67296160012484,92.67296160012484,92.67296160012484,92.67296160012484,93.92295289994217,94.92297889990732,93.92295289994217,94.92297889990732,93.92295289994217,94.92297889990732,93.92295289994217,94.92297889990732,93.92295289994217,94.92297889990732,None,0,,93.92295289994217,95.42297750012949,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_OS.jpg,images/4F1_Sc_BS.jpg,0,0,0,1,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,13,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.027054108216433,1,95.48963740002364,95.48963740002364,95.48963740002364,95.48963740002364,96.5062832001131,97.50627090013586,96.5062832001131,97.50627090013586,96.5062832001131,97.50627090013586,96.5062832001131,97.50627090013586,96.5062832001131,97.50627090013586,None,0,,96.5062832001131,98.00627509993501,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_BD.jpg,images/4F1_Sc_OS.jpg,45,0,1,0,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,0,14,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4529058116232463,1,98.07295350008644,98.07295350008644,98.07295350008644,98.07295350008644,99.52293989993632,100.52292870008387,99.52293989993632,100.52292870008387,99.52293989993632,100.52292870008387,99.52293989993632,100.52292870008387,99.52293989993632,100.52292870008387,None,0,,99.52293989993632,101.02292679995298,,,,,,,,001,2022_Feb_08_2154,multiEF-Practice,2021.2.3,59.94614442040306,
