whichBlock,practice,numberReps,taskNameSource,taskTextSource,cueReminderTextSource,whichFace,whichCue,center,surround,rotCenter,rotSurround,blueCenter,blueSurround,ethnicity,male,identity,scramFace,prac_BlockLoop.thisRepN,prac_BlockLoop.thisTrialN,prac_BlockLoop.thisN,prac_BlockLoop.thisIndex,prac_trialLoop.thisRepN,prac_trialLoop.thisTrialN,prac_trialLoop.thisN,prac_trialLoop.thisIndex,prac_cueLoop.thisRepN,prac_cueLoop.thisTrialN,prac_cueLoop.thisN,prac_cueLoop.thisIndex,prac_stimLoop.thisRepN,prac_stimLoop.thisTrialN,prac_stimLoop.thisN,prac_stimLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,cueLoop.thisRepN,cueLoop.thisTrialN,cueLoop.thisN,cueLoop.thisIndex,stimLoop.thisRepN,stimLoop.thisTrialN,stimLoop.thisN,stimLoop.thisIndex,begin_text1.started,begin_text1.stopped,pracImage_center.started,pracImage_center.stopped,pracImage_top.started,pracImage_top.stopped,pracImage_right.started,pracImage_right.stopped,pracImage_bottom.started,pracImage_bottom.stopped,pracImage_left.started,pracImage_left.stopped,begin_keyResp.keys,begin_keyResp.rt,begin_keyResp.started,begin_keyResp.stopped,begin_text2.started,begin_text2.stopped,begin_text1_4.started,begin_text1_4.stopped,pracImage_center_2.started,pracImage_center_2.stopped,pracImage_top_2.started,pracImage_top_2.stopped,pracImage_right_2.started,pracImage_right_2.stopped,pracImage_bottom_2.started,pracImage_bottom_2.stopped,pracImage_left_2.started,pracImage_left_2.stopped,begin_keyResp_4.keys,begin_keyResp_4.rt,begin_keyResp_4.started,begin_keyResp_4.stopped,begin_text2_4.started,begin_text2_4.stopped,begin_text1_3a.started,begin_text1_3a.stopped,begin_text2_3a.started,begin_text2_3a.stopped,begin_keyResp_3a.keys,begin_keyResp_3a.rt,begin_keyResp_3a.started,begin_keyResp_3a.stopped,taskName.started,taskName.stopped,task_Text.started,task_Text.stopped,leftKey_text.started,leftKey_text.stopped,rightKey_text.started,rightKey_text.stopped,task_text5.started,task_text5.stopped,LeftReminder_text.started,LeftReminder_text.stopped,rightReminder_text.started,rightReminder_text.stopped,pracOrMain_keyResp.keys,pracOrMain_keyResp.rt,pracOrMain_keyResp.started,pracOrMain_keyResp.stopped,taskName_2.started,taskName_2.stopped,task_Text_2.started,task_Text_2.stopped,task_text_3.started,task_text_3.stopped,task_text_4.started,task_text_4.stopped,LeftReminder_text_5.started,LeftReminder_text_5.stopped,rightReminder_text_5.started,rightReminder_text_5.stopped,pracOrMain_keyResp_3.keys,pracOrMain_keyResp_3.rt,pracOrMain_keyResp_3.started,pracOrMain_keyResp_3.stopped,RSI,LeftReminder_text_6.started,LeftReminder_text_6.stopped,rightReminder_text_6.started,rightReminder_text_6.stopped,cuePresented_2.started,cuePresented_2.stopped,ISI,corrAns,LeftReminder_text_7.started,LeftReminder_text_7.stopped,rightReminder_text_7.started,rightReminder_text_7.stopped,centerPresented_2.started,centerPresented_2.stopped,topPresented_2.started,topPresented_2.stopped,rightPresented_2.started,rightPresented_2.stopped,bottomPresented_2.started,bottomPresented_2.stopped,leftPresented_2.started,leftPresented_2.stopped,keyResp_2.keys,keyResp_2.corr,keyResp_2.started,keyResp_2.stopped,taskEnd_text.started,taskEnd_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,LeftReminder_text_3.started,LeftReminder_text_3.stopped,rightReminder_text_3.started,rightReminder_text_3.stopped,cuePresented.started,cuePresented.stopped,LeftReminder_text_4.started,LeftReminder_text_4.stopped,rightReminder_text_4.started,rightReminder_text_4.stopped,centerPresented.started,centerPresented.stopped,topPresented.started,topPresented.stopped,rightPresented.started,rightPresented.stopped,bottomPresented.started,bottomPresented.stopped,leftPresented.started,leftPresented.stopped,keyResp.keys,keyResp.corr,keyResp.started,keyResp.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,keyResp.rt,key_resp_3.rt,taskEnd_text_2.started,taskEnd_text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2M1_Fa.xlsx,,images/2M1_Fa_BS.jpg,images/2M1_Fa_BD.jpg,0,45,1,1,2,1,1,0,,,,,,,,,,,,,,,,,0,1,1,1,0,29,29,22,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.122244488977956,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.2143127999998,None,1093.2143127999998,None,1094.3309495000003,None,1094.3309495000003,None,1094.3309495000003,None,1094.3309495000003,None,1094.3309495000003,None,1,1,1094.3309495000003,None,,,,,,0.03469850000055885,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2M1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,29,29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4M1_Sc.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,30,30,31,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4569138276553106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.4142805000001,None,1094.4142805000001,None,1095.8475648000003,1096.8475653000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4M1_Sc.xlsx,,images/4M1_Sc_OD.jpg,images/4M1_Sc_OS.jpg,45,0,0,0,4,1,1,1,,,,,,,,,,,,,,,,,0,1,1,1,0,30,30,31,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0641282565130261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.9642691,None,1096.9642691,None,1098.0142802999999,None,1098.0142802999999,None,1098.0142802999999,None,1098.0142802999999,None,1098.0142802999999,None,1,1,1098.0142802999999,None,,,,,,0.4332923000001756,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4M1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,30,30,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3F1_Sc.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,31,31,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2404809619238477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.4809237999998,None,1098.4809237999998,None,1099.7142525,1100.7142465000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3F1_Sc.xlsx,,images/3F1_Sc_OS.jpg,images/3F1_Sc_OS.jpg,0,0,0,0,3,0,1,1,,,,,,,,,,,,,,,,,0,1,1,1,0,31,31,25,,,,,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1663326653306612,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.8142497,None,1100.8142497,None,1101.9642640000002,None,1101.9642640000002,None,1101.9642640000002,None,1101.9642640000002,None,1101.9642640000002,None,1,1,1101.9642640000002,None,,,,,,0.2223916000002646,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3F1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,31,31,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Fa.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,32,32,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3587174348697395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.2476111000005,None,1102.2476111000005,None,1103.5975397000002,1104.5975855000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Fa.xlsx,,images/4F1_Fa_BD.jpg,images/4F1_Fa_BS.jpg,45,0,1,1,4,0,1,0,,,,,,,,,,,,,,,,,0,1,1,1,0,32,32,12,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4659318637274548,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.6975851000007,None,1104.6975851000007,None,1106.1475540000001,None,1106.1475540000001,None,1106.1475540000001,None,1106.1475540000001,None,1106.1475540000001,None,8,0,1106.1475540000001,None,,,,,,0.36906420000013895,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,32,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4M1_Fa.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,33,33,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0581162324649298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.5809475000005,None,1106.5809475000005,None,1107.614219,1108.6142215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4M1_Fa.xlsx,,images/4M1_Fa_OD.jpg,images/4M1_Fa_BS.jpg,45,0,0,1,4,1,1,0,,,,,,,,,,,,,,,,,0,1,1,1,0,33,33,14,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4779559118236474,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.7309065,None,1108.7309065,None,1110.1975358,None,1110.1975358,None,1110.1975358,None,1110.1975358,None,1110.1975358,None,1,1,1110.1975358,None,,,,,,0.2000916999995752,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4M1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,33,33,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Sc.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,34,34,43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1052104208416833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.4308701999998,None,1110.4308701999998,None,1111.5308681000006,1112.5308601000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Sc.xlsx,,images/3M1_Sc_OD.jpg,images/3M1_Sc_OD.jpg,45,45,0,0,3,1,1,1,,,,,,,,,,,,,,,,,0,1,1,1,0,34,34,43,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1332665330661322,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.6308673000003,None,1112.6308673000003,None,1113.7475190000005,None,1113.7475190000005,None,1113.7475190000005,None,1113.7475190000005,None,1113.7475190000005,None,1,1,1113.7475190000005,None,,,,,,0.33106150000003254,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,34,34,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face1F1_Fa.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,35,35,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1583166332665331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.1141472,None,1114.1141472,None,1115.2641985999999,1116.2641735000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face1F1_Fa.xlsx,,images/1F1_Fa_OD.jpg,images/1F1_Fa_OD.jpg,45,45,0,0,1,0,1,0,,,,,,,,,,,,,,,,,0,1,1,1,0,35,35,16,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0430861723446894,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.3475213000002,None,1116.3475213000002,None,1117.3808214,None,1117.3808214,None,1117.3808214,None,1117.3808214,None,1117.3808214,None,8,0,1117.3808214,None,,,,,,0.37575199999992037,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face1F1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,35,35,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2F1_Fa.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,36,36,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.059118236472946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.7975050000005,None,1117.7975050000005,None,1118.8474986,1119.8474799000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2F1_Fa.xlsx,,images/2F1_Fa_BD.jpg,images/2F1_Fa_OD.jpg,45,45,1,0,2,0,1,0,,,,,,,,,,,,,,,,,0,1,1,1,0,36,36,20,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1272545090180361,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.947483,None,1119.947483,None,1121.0474883000006,None,1121.0474883000006,None,1121.0474883000006,None,1121.0474883000006,None,1121.0474883000006,None,1,1,1121.0474883000006,None,,,,,,0.25412689999939175,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2F1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,36,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2F1_Sc.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,37,37,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1032064128256514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.3474800000004,None,1121.3474800000004,None,1122.4474791000002,1123.4475013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2F1_Sc.xlsx,,images/2F1_Sc_BD.jpg,images/2F1_Sc_BD.jpg,45,45,1,1,2,0,1,1,,,,,,,,,,,,,,,,,0,1,1,1,0,37,37,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1182364729458918,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.5475305999998,None,1123.5475305999998,None,1124.6474708000005,None,1124.6474708000005,None,1124.6474708000005,None,1124.6474708000005,None,1124.6474708000005,None,1,1,1124.6474708000005,None,,,,,,0.7461214999993899,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
