whichBlock,practice,numberReps,taskNameSource,taskTextSource,cueReminderTextSource,whichFace,whichCue,center,surround,rotCenter,rotSurround,blueCenter,blueSurround,ethnicity,male,identity,scramFace,prac_BlockLoop.thisRepN,prac_BlockLoop.thisTrialN,prac_BlockLoop.thisN,prac_BlockLoop.thisIndex,prac_trialLoop.thisRepN,prac_trialLoop.thisTrialN,prac_trialLoop.thisN,prac_trialLoop.thisIndex,prac_cueLoop.thisRepN,prac_cueLoop.thisTrialN,prac_cueLoop.thisN,prac_cueLoop.thisIndex,prac_stimLoop.thisRepN,prac_stimLoop.thisTrialN,prac_stimLoop.thisN,prac_stimLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,cueLoop.thisRepN,cueLoop.thisTrialN,cueLoop.thisN,cueLoop.thisIndex,stimLoop.thisRepN,stimLoop.thisTrialN,stimLoop.thisN,stimLoop.thisIndex,begin_text1.started,begin_text1.stopped,pracImage_center.started,pracImage_center.stopped,pracImage_top.started,pracImage_top.stopped,pracImage_right.started,pracImage_right.stopped,pracImage_bottom.started,pracImage_bottom.stopped,pracImage_left.started,pracImage_left.stopped,begin_keyResp.keys,begin_keyResp.rt,begin_keyResp.started,begin_keyResp.stopped,begin_text2.started,begin_text2.stopped,begin_text1_4.started,begin_text1_4.stopped,pracImage_center_2.started,pracImage_center_2.stopped,pracImage_top_2.started,pracImage_top_2.stopped,pracImage_right_2.started,pracImage_right_2.stopped,pracImage_bottom_2.started,pracImage_bottom_2.stopped,pracImage_left_2.started,pracImage_left_2.stopped,begin_keyResp_4.keys,begin_keyResp_4.rt,begin_keyResp_4.started,begin_keyResp_4.stopped,begin_text2_4.started,begin_text2_4.stopped,begin_text1_3a.started,begin_text1_3a.stopped,begin_text2_3a.started,begin_text2_3a.stopped,begin_keyResp_3a.keys,begin_keyResp_3a.rt,begin_keyResp_3a.started,begin_keyResp_3a.stopped,taskName.started,taskName.stopped,task_Text.started,task_Text.stopped,leftKey_text.started,leftKey_text.stopped,rightKey_text.started,rightKey_text.stopped,task_text5.started,task_text5.stopped,LeftReminder_text.started,LeftReminder_text.stopped,rightReminder_text.started,rightReminder_text.stopped,pracOrMain_keyResp.keys,pracOrMain_keyResp.rt,pracOrMain_keyResp.started,pracOrMain_keyResp.stopped,taskName_2.started,taskName_2.stopped,task_Text_2.started,task_Text_2.stopped,task_text_3.started,task_text_3.stopped,task_text_4.started,task_text_4.stopped,LeftReminder_text_5.started,LeftReminder_text_5.stopped,rightReminder_text_5.started,rightReminder_text_5.stopped,pracOrMain_keyResp_3.keys,pracOrMain_keyResp_3.rt,pracOrMain_keyResp_3.started,pracOrMain_keyResp_3.stopped,RSI,LeftReminder_text_6.started,LeftReminder_text_6.stopped,rightReminder_text_6.started,rightReminder_text_6.stopped,cuePresented_2.started,cuePresented_2.stopped,ISI,corrAns,LeftReminder_text_7.started,LeftReminder_text_7.stopped,rightReminder_text_7.started,rightReminder_text_7.stopped,centerPresented_2.started,centerPresented_2.stopped,topPresented_2.started,topPresented_2.stopped,rightPresented_2.started,rightPresented_2.stopped,bottomPresented_2.started,bottomPresented_2.stopped,leftPresented_2.started,leftPresented_2.stopped,keyResp_2.keys,keyResp_2.corr,keyResp_2.started,keyResp_2.stopped,taskEnd_text.started,taskEnd_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,LeftReminder_text_3.started,LeftReminder_text_3.stopped,rightReminder_text_3.started,rightReminder_text_3.stopped,cuePresented.started,cuePresented.stopped,LeftReminder_text_4.started,LeftReminder_text_4.stopped,rightReminder_text_4.started,rightReminder_text_4.stopped,centerPresented.started,centerPresented.stopped,topPresented.started,topPresented.stopped,rightPresented.started,rightPresented.stopped,bottomPresented.started,bottomPresented.stopped,leftPresented.started,leftPresented.stopped,keyResp.keys,keyResp.corr,keyResp.started,keyResp.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,keyResp.rt,key_resp_3.rt,taskEnd_text_2.started,taskEnd_text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face4M1_Fa.xlsx,,images/4M1_Fa_BS.jpg,images/4M1_Fa_BS.jpg,0,0,1,1,4,1,1,0,,,,,,,,,,,,,,,,,0,0,0,0,1,29,77,46,,,,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2014028056112225,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.7665410999998,None,602.7665410999998,None,603.9498629,604.9498533000005,603.9498629,604.9498533000005,603.9498629,604.9498533000005,603.9498629,604.9498533000005,603.9498629,604.9498533000005,None,0,603.9498629,605.4498515000005,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face4M1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,29,77,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,30,78,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3026052104208417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.4998569999998,None,605.4998569999998,None,606.7998484999998,607.7998612000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_BD.jpg,images/4F1_Sc_OS.jpg,45,0,1,0,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,1,30,78,13,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1713426853707416,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.8998783000006,None,607.8998783000006,None,609.0498705999998,610.0498326000006,609.0498705999998,610.0498326000006,609.0498705999998,610.0498326000006,609.0498705999998,610.0498326000006,609.0498705999998,610.0498326000006,None,0,609.0498705999998,610.5498304000002,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,30,78,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face3M1_Fa.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,31,79,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2635270541082164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.5998287000002,None,610.5998287000002,None,611.8498260000006,612.8498305000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face3M1_Fa.xlsx,,images/3M1_Fa_OS.jpg,images/3M1_Fa_OS.jpg,0,0,0,0,3,1,1,0,,,,,,,,,,,,,,,,,0,0,0,0,1,31,79,26,,,,,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2014028056112225,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.9331331000003,None,612.9331331000003,None,614.1331817,615.1331424,614.1331817,615.1331424,614.1331817,615.1331424,614.1331817,615.1331424,614.1331817,615.1331424,None,0,614.1331817,615.6331375999998,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face3M1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,31,79,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2M1_Fa.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,32,80,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3597194388777554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.6664754000003,None,615.6664754000003,None,617.0164654999999,618.0164610000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2M1_Fa.xlsx,,images/2M1_Fa_BD.jpg,images/2M1_Fa_OD.jpg,45,45,1,0,2,1,1,0,,,,,,,,,,,,,,,,,0,0,0,0,1,32,80,22,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2695390781563125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.099811,None,618.099811,None,619.3664650999999,620.3664693000001,619.3664650999999,620.3664693000001,619.3664650999999,620.3664693000001,619.3664650999999,620.3664693000001,619.3664650999999,620.3664693000001,None,0,619.3664650999999,620.8664500000004,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2M1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,32,80,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face4F1_Fa.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,33,81,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0450901803607215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.8997657,None,620.8997657,None,621.9331087999999,622.9331072000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face4F1_Fa.xlsx,,images/4F1_Fa_BD.jpg,images/4F1_Fa_OD.jpg,45,45,1,0,4,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,1,33,81,12,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2294589178356714,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.0164492000004,None,623.0164492000004,None,624.2331033,625.2330939000003,624.2331033,625.2330939000003,624.2331033,625.2330939000003,624.2331033,625.2330939000003,624.2331033,625.2330939000003,None,0,624.2331033,625.7330903000002,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face4F1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,33,81,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face3F1_Sc.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,34,82,41,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.464929859719439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.7664253000003,None,625.7664253000003,None,627.2164099000001,628.2164152000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face3F1_Sc.xlsx,,images/3F1_Sc_BD.jpg,images/3F1_Sc_OS.jpg,45,0,1,0,3,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,1,34,82,41,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1723446893787575,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.2997565000005,None,628.2997565000005,None,629.4664094999998,630.4663869000005,629.4664094999998,630.4663869000005,629.4664094999998,630.4663869000005,629.4664094999998,630.4663869000005,629.4664094999998,630.4663869000005,None,0,629.4664094999998,630.9663863000005,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face3F1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,34,82,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2F1_Sc.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,35,83,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1312625250501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.9997386000005,None,630.9997386000005,None,632.1164027000004,633.1163912000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2F1_Sc.xlsx,,images/2F1_Sc_OD.jpg,images/2F1_Sc_BD.jpg,45,45,0,1,2,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,1,35,83,21,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4218436873747493,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.1997375999999,None,633.1997375999999,None,634.6163864,635.6163833999999,634.6163864,635.6163833999999,634.6163864,635.6163833999999,634.6163864,635.6163833999999,634.6163864,635.6163833999999,None,0,634.6163864,636.1163806000004,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2F1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,35,83,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face1F1_Sc.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,36,84,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3567134268537075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.1497220000001,None,636.1497220000001,None,637.4997033,638.4996983999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face1F1_Sc.xlsx,,images/1F1_Sc_OS.jpg,images/1F1_Sc_OD.jpg,0,45,0,0,1,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,1,36,84,17,,,,,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0581162324649298,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.5830403,None,638.5830403,None,639.6330259000006,640.6330303000004,639.6330259000006,640.6330303000004,639.6330259000006,640.6330303000004,639.6330259000006,640.6330303000004,639.6330259000006,640.6330303000004,None,0,639.6330259000006,641.1330274000002,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face1F1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,36,84,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2M1_Sc.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,37,85,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1142284569138277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.1830346000006,None,641.1830346000006,None,642.2829958000002,643.2829915000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
color.xlsx,0,3,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2M1_Sc.xlsx,,images/2M1_Sc_OS.jpg,images/2M1_Sc_OD.jpg,0,45,0,0,2,1,1,1,,,,,,,,,,,,,,,,,0,0,0,0,1,37,85,7,,,,,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2995991983967936,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.3830002000004,None,643.3830002000004,None,644.6663517000006,645.6663346000005,644.6663517000006,645.6663346000005,644.6663517000006,645.6663346000005,644.6663517000006,645.6663346000005,644.6663517000006,645.6663346000005,None,0,644.6663517000006,646.1663321000005,,,,,,,,,,,,,,,001,2022_Feb_21_2342,multiEF-Inhib,2021.2.3,59.982317212878456,
