whichBlock,practice,numberReps,taskNameSource,taskTextSource,cueReminderTextSource,whichFace,whichCue,center,surround,rotCenter,rotSurround,blueCenter,blueSurround,ethnicity,male,identity,scramFace,prac_BlockLoop.thisRepN,prac_BlockLoop.thisTrialN,prac_BlockLoop.thisN,prac_BlockLoop.thisIndex,prac_trialLoop.thisRepN,prac_trialLoop.thisTrialN,prac_trialLoop.thisN,prac_trialLoop.thisIndex,prac_cueLoop.thisRepN,prac_cueLoop.thisTrialN,prac_cueLoop.thisN,prac_cueLoop.thisIndex,prac_stimLoop.thisRepN,prac_stimLoop.thisTrialN,prac_stimLoop.thisN,prac_stimLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,cueLoop.thisRepN,cueLoop.thisTrialN,cueLoop.thisN,cueLoop.thisIndex,stimLoop.thisRepN,stimLoop.thisTrialN,stimLoop.thisN,stimLoop.thisIndex,begin_text1.started,begin_text1.stopped,pracImage_center.started,pracImage_center.stopped,pracImage_top.started,pracImage_top.stopped,pracImage_right.started,pracImage_right.stopped,pracImage_bottom.started,pracImage_bottom.stopped,pracImage_left.started,pracImage_left.stopped,begin_keyResp.keys,begin_keyResp.rt,begin_keyResp.started,begin_keyResp.stopped,begin_text2.started,begin_text2.stopped,begin_text1_4.started,begin_text1_4.stopped,pracImage_center_2.started,pracImage_center_2.stopped,pracImage_top_2.started,pracImage_top_2.stopped,pracImage_right_2.started,pracImage_right_2.stopped,pracImage_bottom_2.started,pracImage_bottom_2.stopped,pracImage_left_2.started,pracImage_left_2.stopped,begin_keyResp_4.keys,begin_keyResp_4.rt,begin_keyResp_4.started,begin_keyResp_4.stopped,begin_text2_4.started,begin_text2_4.stopped,begin_text1_3a.started,begin_text1_3a.stopped,begin_text2_3a.started,begin_text2_3a.stopped,begin_keyResp_3a.keys,begin_keyResp_3a.rt,begin_keyResp_3a.started,begin_keyResp_3a.stopped,taskName.started,taskName.stopped,task_Text.started,task_Text.stopped,leftKey_text.started,leftKey_text.stopped,rightKey_text.started,rightKey_text.stopped,task_text5.started,task_text5.stopped,LeftReminder_text.started,LeftReminder_text.stopped,rightReminder_text.started,rightReminder_text.stopped,pracOrMain_keyResp.keys,pracOrMain_keyResp.rt,pracOrMain_keyResp.started,pracOrMain_keyResp.stopped,taskName_2.started,taskName_2.stopped,task_Text_2.started,task_Text_2.stopped,task_text_3.started,task_text_3.stopped,task_text_4.started,task_text_4.stopped,LeftReminder_text_5.started,LeftReminder_text_5.stopped,rightReminder_text_5.started,rightReminder_text_5.stopped,pracOrMain_keyResp_3.keys,pracOrMain_keyResp_3.rt,pracOrMain_keyResp_3.started,pracOrMain_keyResp_3.stopped,RSI,LeftReminder_text_6.started,LeftReminder_text_6.stopped,rightReminder_text_6.started,rightReminder_text_6.stopped,cuePresented_2.started,cuePresented_2.stopped,ISI,corrAns,LeftReminder_text_7.started,LeftReminder_text_7.stopped,rightReminder_text_7.started,rightReminder_text_7.stopped,centerPresented_2.started,centerPresented_2.stopped,topPresented_2.started,topPresented_2.stopped,rightPresented_2.started,rightPresented_2.stopped,bottomPresented_2.started,bottomPresented_2.stopped,leftPresented_2.started,leftPresented_2.stopped,keyResp_2.keys,keyResp_2.corr,keyResp_2.started,keyResp_2.stopped,keyResp_2.rt,LeftReminder_text_3.started,LeftReminder_text_3.stopped,rightReminder_text_3.started,rightReminder_text_3.stopped,cuePresented.started,cuePresented.stopped,LeftReminder_text_4.started,LeftReminder_text_4.stopped,rightReminder_text_4.started,rightReminder_text_4.stopped,centerPresented.started,centerPresented.stopped,topPresented.started,topPresented.stopped,rightPresented.started,rightPresented.stopped,bottomPresented.started,bottomPresented.stopped,leftPresented.started,leftPresented.stopped,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.started,keyResp.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Fa.xlsx,SHAPE,,,,,,,,,,,0,1,1,1,0,6,6,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.285571142284569,91.52988979988731,None,91.52988979988731,None,92.81009249994531,93.81376089993864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Fa.xlsx,,images/3M1_Fa_OS.jpg,images/3M1_Fa_BS.jpg,0,0,0,1,3,1,1,0,0,1,1,1,0,6,6,4,,,,,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3466933867735469,z,93.89380660001189,None,93.89380660001189,None,95.2384969999548,None,95.2384969999548,None,95.2384969999548,None,95.2384969999548,None,95.2384969999548,None,m,0,95.2384969999548,None,0.41584530007094145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Fa.xlsx,,,,,,,,,,,,0,1,1,1,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face1F1_Fa.xlsx,SHAPE,,,,,,,,,,,0,1,1,1,0,7,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3517034068136273,95.69574210001156,None,95.69574210001156,None,97.04549909988418,98.04717030003667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face1F1_Fa.xlsx,,images/1F1_Fa_BD.jpg,images/1F1_Fa_BD.jpg,45,45,1,1,1,0,1,0,0,1,1,1,0,7,7,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0080160320641283,z,98.11064069997519,None,98.11064069997519,None,99.12062479997985,None,99.12062479997985,None,99.12062479997985,None,99.12062479997985,None,99.12062479997985,None,m,0,99.12062479997985,None,0.5727587000001222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face1F1_Fa.xlsx,,,,,,,,,,,,0,1,1,1,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face3F1_Fa.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7462494999636,None,99.7462494999636,None,99.7462494999636,None,99.7462494999636,None,99.7462494999636,None,99.7462494999636,None,99.7462494999636,None,space,2.193427100079134,99.7462494999636,None,101.97148690000176,None,101.97148690000176,None,101.97148690000176,None,101.97148690000176,None,101.97148690000176,None,101.97148690000176,None,z,1.3127049000468105,101.97148690000176,None,1.25250501002004,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.33203569985926,None,103.33203569985926,None,104.57918819994666,105.58038109983318,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face3F1_Fa.xlsx,,images/3F1_Fa_OS.jpg,images/3F1_Fa_BS.jpg,0,0,0,1,3,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,8,,,,,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2585170340681362,m,,,,,,,,,,,,,,,,,,,,,,,,,,105.67010869993828,None,105.67010869993828,None,106.93316909996793,None,106.93316909996793,None,106.93316909996793,None,106.93316909996793,None,106.93316909996793,None,z,0,0.5383377999532968,106.93316909996793,None,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face3F1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face1F1_Sc.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.100200400801603,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.38441559998319,None,108.38441559998319,None,109.47718279995024,110.48088149982505,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face1F1_Sc.xlsx,,images/1F1_Sc_BS.jpg,images/1F1_Sc_BD.jpg,0,45,1,1,1,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.375751503006012,z,,,,,,,,,,,,,,,,,,,,,,,,,,110.54352429998107,None,110.54352429998107,None,111.92107179993764,None,111.92107179993764,None,111.92107179993764,None,111.92107179993764,None,111.92107179993764,None,z,1,0.5893499001394957,111.92107179993764,None,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face1F1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2F1_Fa.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1773547094188377,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.55123410001397,None,112.55123410001397,None,113.72141500003636,114.72568309982307,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2F1_Fa.xlsx,,images/2F1_Fa_OD.jpg,images/2F1_Fa_BS.jpg,45,0,0,1,2,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,4,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.348697394789579,m,,,,,,,,,,,,,,,,,,,,,,,,,,114.80663839983754,None,114.80663839983754,None,116.16015869984403,None,116.16015869984403,None,116.16015869984403,None,116.16015869984403,None,116.16015869984403,None,z,0,0.6322636001277715,116.16015869984403,None,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2F1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2955911823647293,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.84010789985768,None,116.84010789985768,None,118.1309529999271,119.13406189996749,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,images/4F1_Sc_BD.jpg,images/4F1_Sc_OS.jpg,45,0,1,0,4,0,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,13,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1372745490981964,z,,,,,,,,,,,,,,,,,,,,,,,,,,119.21043800003827,121.8489567998331,119.21043800003827,121.8489567998331,120.34888940001838,121.36134609999135,120.34888940001838,121.36134609999135,120.34888940001838,121.36134609999135,120.34888940001838,121.36134609999135,120.34888940001838,121.36134609999135,None,0,,120.34888940001838,None,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face4F1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2M1_Fa.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2304609218436875,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.87532230000943,None,121.87532230000943,None,123.1048037998844,124.10598529991694,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2M1_Fa.xlsx,,images/2M1_Fa_BS.jpg,images/2M1_Fa_BS.jpg,0,0,1,1,2,1,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,6,,,,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2154308617234468,z,,,,,,,,,,,,,,,,,,,,,,,,,,124.16433659987524,None,124.16433659987524,None,125.38003829983063,None,125.38003829983063,None,125.38003829983063,None,125.38003829983063,None,125.38003829983063,None,z,1,0.7555180001072586,125.38003829983063,None,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face2M1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
color.xlsx,0,6,COLOR Game,"



In this game, you have to focus on the COLOR of the center image

 Press the Z key with your left index finger, if:

 Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which COLOR. Ignore the shape words for now.","






The word COLOR will be presented before each image to remind you what to do.",face4F1_Fa.xlsx,COLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1823647294589177,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.17511889990419,None,126.17511889990419,None,127.35261699999683,128.35718569997698,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_31_1344,multiEF-Inhib,2021.2.3,238.1530762816433,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3076152304609219,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
