whichBlock,practice,numberReps,taskNameSource,taskTextSource,cueReminderTextSource,whichFace,whichCue,center,surround,rotCenter,rotSurround,blueCenter,blueSurround,ethnicity,male,identity,scramFace,prac_BlockLoop.thisRepN,prac_BlockLoop.thisTrialN,prac_BlockLoop.thisN,prac_BlockLoop.thisIndex,prac_trialLoop.thisRepN,prac_trialLoop.thisTrialN,prac_trialLoop.thisN,prac_trialLoop.thisIndex,prac_cueLoop.thisRepN,prac_cueLoop.thisTrialN,prac_cueLoop.thisN,prac_cueLoop.thisIndex,prac_stimLoop.thisRepN,prac_stimLoop.thisTrialN,prac_stimLoop.thisN,prac_stimLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,cueLoop.thisRepN,cueLoop.thisTrialN,cueLoop.thisN,cueLoop.thisIndex,stimLoop.thisRepN,stimLoop.thisTrialN,stimLoop.thisN,stimLoop.thisIndex,begin_text1.started,begin_text1.stopped,pracImage_center.started,pracImage_center.stopped,pracImage_top.started,pracImage_top.stopped,pracImage_right.started,pracImage_right.stopped,pracImage_bottom.started,pracImage_bottom.stopped,pracImage_left.started,pracImage_left.stopped,begin_keyResp.keys,begin_keyResp.rt,begin_keyResp.started,begin_keyResp.stopped,begin_text2.started,begin_text2.stopped,begin_text1_4.started,begin_text1_4.stopped,pracImage_center_2.started,pracImage_center_2.stopped,pracImage_top_2.started,pracImage_top_2.stopped,pracImage_right_2.started,pracImage_right_2.stopped,pracImage_bottom_2.started,pracImage_bottom_2.stopped,pracImage_left_2.started,pracImage_left_2.stopped,begin_keyResp_4.keys,begin_keyResp_4.rt,begin_keyResp_4.started,begin_keyResp_4.stopped,begin_text2_4.started,begin_text2_4.stopped,begin_text1_3a.started,begin_text1_3a.stopped,begin_text2_3a.started,begin_text2_3a.stopped,begin_keyResp_3a.keys,begin_keyResp_3a.rt,begin_keyResp_3a.started,begin_keyResp_3a.stopped,taskName.started,taskName.stopped,task_Text.started,task_Text.stopped,leftKey_text.started,leftKey_text.stopped,rightKey_text.started,rightKey_text.stopped,task_text5.started,task_text5.stopped,LeftReminder_text.started,LeftReminder_text.stopped,rightReminder_text.started,rightReminder_text.stopped,pracOrMain_keyResp.keys,pracOrMain_keyResp.rt,pracOrMain_keyResp.started,pracOrMain_keyResp.stopped,taskName_2.started,taskName_2.stopped,task_Text_2.started,task_Text_2.stopped,task_text_3.started,task_text_3.stopped,task_text_4.started,task_text_4.stopped,LeftReminder_text_5.started,LeftReminder_text_5.stopped,rightReminder_text_5.started,rightReminder_text_5.stopped,pracOrMain_keyResp_3.keys,pracOrMain_keyResp_3.rt,pracOrMain_keyResp_3.started,pracOrMain_keyResp_3.stopped,RSI,LeftReminder_text_6.started,LeftReminder_text_6.stopped,rightReminder_text_6.started,rightReminder_text_6.stopped,cuePresented_2.started,cuePresented_2.stopped,ISI,corrAns,LeftReminder_text_7.started,LeftReminder_text_7.stopped,rightReminder_text_7.started,rightReminder_text_7.stopped,centerPresented_2.started,centerPresented_2.stopped,topPresented_2.started,topPresented_2.stopped,rightPresented_2.started,rightPresented_2.stopped,bottomPresented_2.started,bottomPresented_2.stopped,leftPresented_2.started,leftPresented_2.stopped,keyResp_2.keys,keyResp_2.corr,keyResp_2.started,keyResp_2.stopped,taskEnd_text.started,taskEnd_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,LeftReminder_text_3.started,LeftReminder_text_3.stopped,rightReminder_text_3.started,rightReminder_text_3.stopped,cuePresented.started,cuePresented.stopped,LeftReminder_text_4.started,LeftReminder_text_4.stopped,rightReminder_text_4.started,rightReminder_text_4.stopped,centerPresented.started,centerPresented.stopped,topPresented.started,topPresented.stopped,rightPresented.started,rightPresented.stopped,bottomPresented.started,bottomPresented.stopped,leftPresented.started,leftPresented.stopped,keyResp.keys,keyResp.corr,keyResp.started,keyResp.stopped,taskEnd_text_2.started,taskEnd_text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Fa.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,31,63,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.185370741482966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.9083577000001,None,931.9083577000001,None,933.0916662,934.0916595999988,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Fa.xlsx,,images/4F1_Fa_BD.jpg,images/4F1_Fa_BS.jpg,45,0,1,1,4,0,1,0,,,,,,,,,,,,,,,,,0,1,1,1,1,31,63,12,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4278557114228456,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.1917103999986,None,934.1917103999986,None,935.6083389999985,936.608327599999,935.6083389999985,936.608327599999,935.6083389999985,936.608327599999,935.6083389999985,936.608327599999,935.6083389999985,936.608327599999,None,0,935.6083389999985,937.1083007999987,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4F1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,31,63,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Sc.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,0,64,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2575150300601203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.1416596999989,None,937.1416596999989,None,938.3916450999986,939.3916427999993,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Sc.xlsx,,images/3M1_Sc_OS.jpg,images/3M1_Sc_OS.jpg,0,0,0,0,3,1,1,1,,,,,,,,,,,,,,,,,0,1,1,1,2,0,64,27,,,,,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1783567134268538,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.4749801999988,None,939.4749801999988,None,940.6416544999993,941.6416335999984,940.6416544999993,941.6416335999984,940.6416544999993,941.6416335999984,940.6416544999993,941.6416335999984,940.6416544999993,941.6416335999984,None,0,940.6416544999993,942.1416274999992,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,0,64,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4M1_Fa.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,1,65,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3937875751503006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.1749633999989,None,942.1749633999989,None,943.5582873999992,944.5582877999987,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4M1_Fa.xlsx,,images/4M1_Fa_BS.jpg,images/4M1_Fa_OS.jpg,0,0,1,0,4,1,1,0,,,,,,,,,,,,,,,,,0,1,1,1,2,1,65,14,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3537074148296593,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.6416093999997,None,944.6416093999997,None,945.9749593999986,946.974948699999,945.9749593999986,946.974948699999,945.9749593999986,946.974948699999,945.9749593999986,946.974948699999,945.9749593999986,946.974948699999,None,0,945.9749593999986,947.4749546999992,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4M1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,1,65,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4M1_Fa.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,2,66,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2124248496993988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.524943299999,None,947.524943299999,None,948.7415994999992,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4M1_Fa.xlsx,,images/4M1_Fa_BS.jpg,images/4M1_Fa_OS.jpg,0,0,1,0,4,1,1,0,,,,,,,,,,,,,,,,,0,1,1,1,2,2,66,30,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.040080160320641,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.8084743999989,None,949.8084743999989,None,950.8415961999999,951.841591299999,950.8415961999999,951.841591299999,950.8415961999999,951.841591299999,950.8415961999999,951.841591299999,950.8415961999999,951.841591299999,None,0,950.8415961999999,952.3415859999986,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face4M1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,2,66,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2M1_Sc.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,3,67,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37875751503006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.3749061999988,None,952.3749061999988,None,953.7582427999987,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2M1_Sc.xlsx,,images/2M1_Sc_BS.jpg,images/2M1_Sc_OD.jpg,0,45,1,0,2,1,1,1,,,,,,,,,,,,,,,,,0,1,1,1,2,3,67,7,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1122244488977955,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.8416055999987,None,954.8416055999987,None,955.9415742000001,956.9415633999997,955.9415742000001,956.9415633999997,955.9415742000001,956.9415633999997,955.9415742000001,956.9415633999997,955.9415742000001,956.9415633999997,None,0,955.9415742000001,957.441569999999,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2M1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,3,67,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face1M1_Sc.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,4,68,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1633266533066133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.4915686999993,None,957.4915686999993,None,958.6415584999995,959.6416347999984,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face1M1_Sc.xlsx,,images/1M1_Sc_OD.jpg,images/1M1_Sc_OD.jpg,45,45,0,0,1,1,1,1,,,,,,,,,,,,,,,,,0,1,1,1,2,4,68,19,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0671342685370742,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.7415695999989,None,959.7415695999989,None,960.7915562999988,961.7915574999988,960.7915562999988,961.7915574999988,960.7915562999988,961.7915574999988,960.7915562999988,961.7915574999988,960.7915562999988,961.7915574999988,None,0,960.7915562999988,962.2915145999996,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face1M1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,4,68,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Sc.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,5,69,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1352705410821644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.3248784999996,None,962.3248784999996,None,963.4582094999987,964.4581965999987,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Sc.xlsx,,images/3M1_Sc_OS.jpg,images/3M1_Sc_BS.jpg,0,0,0,1,3,1,1,1,,,,,,,,,,,,,,,,,0,1,1,1,2,5,69,11,,,,,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1983967935871742,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.5415144999988,None,964.5415144999988,None,965.7248756999998,966.7248516999989,965.7248756999998,966.7248516999989,965.7248756999998,966.7248516999989,965.7248756999998,966.7248516999989,965.7248756999998,966.7248516999989,None,0,965.7248756999998,967.2248753999993,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Sc.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,5,69,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2F1_Fa.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,6,70,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.155310621242485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.2748717999984,None,967.2748717999984,None,968.4081753999999,969.4081936999992,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2F1_Fa.xlsx,,images/2F1_Fa_OS.jpg,images/2F1_Fa_BS.jpg,0,0,0,1,2,0,1,0,,,,,,,,,,,,,,,,,0,1,1,1,2,6,70,4,,,,,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.251503006012024,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.5248483999985,None,969.5248483999985,None,970.7581778999993,971.7581646999988,970.7581778999993,971.7581646999988,970.7581778999993,971.7581646999988,970.7581778999993,971.7581646999988,970.7581778999993,971.7581646999988,None,0,970.7581778999993,972.2581745999996,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2F1_Fa.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,6,70,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
shape.xlsx,0,3,SHAPE Game,"



In this game, you have to focus on the SHAPE of the center image

Press the left button with your left index finger, if:

Press the right button with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face2M1_Fa.xlsx,SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,7,71,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2324649298597194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.3081723999985,None,972.3081723999985,None,973.5414904999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Feb_22_0050,multiEF-Inhib,2021.2.3,59.98069821141476,
